Classifier-1,Classifier-2,Classifier-3,Classifier-4,State,City,Car Brand,Car Brand Specific,Keyword,Keyword Intent,Position 1,Position 2,Position 3,Search Volume,Search Volume (Long Tail),CPC,Organic Search Share (OSS),Search Impression Shares (SIS),Search Click Distribution (SCD),SCD Adjusted SV,Clicks Per Search (CPS),SERP Features,Trend
Finance & Insurance Industry,Insurance Services,Health Insurance,Long Term Insurance,-,-,-,-,long term care insurance pros and cons,Commercial,0.35,0.29,0.24,590,"1,770",$5.33,0.7,1.5,0.82,"1,524",1.35,-,"0.11,0.11,0.11,0.11,0.11,0.56,0.11,0.11,0.78,1.00,0.11,0.22"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,low down payment auto insurance,Informational,0.22,0.15,0.06,590,"1,770",$14.64,0.78,1.4,0.83,"1,604",1.3,"Adwords top, Sitelinks, Adwords bottom","0.81,0.54,0.54,0.81,0.67,0.81,0.81,0.67,0.67,0.67,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,low health insurance,Commercial,0.3,0.24,0.19,590,"1,770",$7.98,0.79,1.05,0.82,"1,204",1.23,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.81,0.81,0.81,0.81,0.66,0.66,0.66,0.66,0.81,1.00,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,low income auto insurance,Commercial,0.3,0.21,0.1,590,"1,770",$21.97,0.63,1.4,0.84,"1,311",1.2,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.82,1.00,0.82,0.67,0.67,0.82,1.00,0.67,0.82,0.82,0.67,0.82"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,California,-,-,-,low income health insurance california,Commercial,0.32,0.23,0.16,590,"1,770",$9.93,0.84,1.5,0.73,"1,628",0.9,"Featured snippet, Thumbnails, People also ask","0.67,0.82,0.67,0.67,0.67,0.82,0.82,0.82,1.00,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,low price car insurance,Commercial,0.29,0.19,0.12,590,"1,770",$36.42,0.69,1,0.82,"1,001",1.36,"Adwords top, Sitelinks, Featured snippet, Thumbnails, Adwords bottom","1.00,1.00,1.00,0.82,0.82,0.82,0.82,0.82,0.82,0.82,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Maryland,-,-,-,maryland state health insurance,Commercial,0.33,0.24,0.16,590,"1,770",$2.79,0.67,1.09,0.72,931,0.81,"Adwords top, Sitelinks, People also ask","0.81,0.81,0.81,0.81,0.81,0.81,1.00,1.00,1.00,1.00,0.81,0.81"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Arizona,-,-,-,medical insurance arizona,Commercial,0.31,0.21,0.11,590,"1,770",$15.06,0.79,1.12,0.82,"1,284",1.11,"Adwords top, Sitelinks, People also ask, Adwords bottom","1.00,1.00,0.67,1.00,1.00,1.00,0.82,0.82,0.82,1.00,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Arizona,-,-,-,medical insurance az,Commercial,0.36,0.29,0.21,590,"1,770",$5.39,0.91,1.3,0.72,"1,508",0.91,-,"0.11,0.11,0.11,0.11,0.11,0.56,1.00,0.56,0.11,0.11,0.11,0.11"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,medical insurance coverage,Commercial,0.29,0.19,0.13,590,"1,770",$5.33,0.89,1.5,0.74,"1,749",0.8,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.82,1.00,1.00,0.82,0.82,1.00,1.00,1.00,1.00,1.00,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,North Carolina,-,-,-,medical insurance nc,Commercial,0.29,0.21,0.13,590,"1,770",$7.16,0.88,1.31,0.82,"1,673",1.23,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.67,0.55,0.67,0.55,0.55,0.55,0.55,0.67,0.82,1.00,0.67,0.82"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Ohio,-,-,-,medical insurance ohio,Commercial,0.36,0.27,0.22,590,"1,770",$5.35,0.9,1.09,0.83,"1,441",1.06,People also ask,"0.59,0.39,0.59,0.59,0.59,0.59,0.72,0.72,0.88,1.00,0.72,0.88"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Pennsylvania,-,-,-,medical insurance pa,Commercial,0.29,0.23,0.14,590,"1,770",$6.08,0.79,1.12,0.82,"1,284",1.21,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.67,0.67,0.67,0.67,0.67,0.67,0.82,0.67,0.82,1.00,0.82,0.82"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,medical insurance premium,Informational,0.19,0.12,0.01,590,"1,770",$5.58,0.84,1.04,0.54,835,0.39,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Image pack","1.00,1.00,1.00,0.37,0.25,0.25,0.20,0.25,0.30,0.30,0.25,0.77"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,most accepted health insurance,Commercial,0.27,0.2,0.15,590,"1,770",$5.03,0.76,1.25,0.52,874,0.45,"Featured snippet, Thumbnails, People also ask, Sitelinks","0.01,0.06,0.01,0.01,0.01,0.03,0.01,0.04,0.01,0.01,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Motorcycle Insurance,-,-,-,-,motorcycle insurance companies,Commercial,0.29,0.2,0.13,590,"1,770",$28.65,0.72,1.13,0.74,"1,066",0.9,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.55,1.00,1.00,1.00,0.45,0.68,0.45,0.37,0.30,0.25,0.25,0.25"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Motorcycle Insurance,Texas,-,-,-,motorcycle insurance texas,Commercial,0.3,0.22,0.17,590,"1,770",$28.06,0.59,1.1,0.82,942,1.2,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.67,0.82,0.82,1.00,0.82,0.82,0.67,0.67,0.55,0.36,0.44,0.67"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,mri cost with insurance,Informational,0.18,0.08,-0.03,590,"1,770",$2.82,0.75,1.02,0.64,867,0.54,"Adwords top, Sitelinks, Featured snippet, People also ask, Image pack","1.00,0.77,1.00,1.00,0.77,1.00,0.77,1.00,0.77,0.68,0.68,1.00"
Finance & Insurance Industry,Insurance Services,Insurance,-,-,-,-,-,names of insurance companies,Commercial,0.35,0.3,0.19,590,"1,770",$73.10,0.7,1,0.72,892,0.83,-,"0.11,0.11,0.11,0.11,0.11,1.00,0.13,0.09,0.20,0.09,0.07,0.11"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,New Jersey,-,-,-,nj auto insurance companies,Commercial,0.27,0.17,0.09,590,"1,770",$54.35,0.63,1.5,0.34,569,0.05,"Adwords top, Sitelinks, People also ask, Adwords bottom","1.00,1.00,1.00,0.82,0.82,1.00,0.82,0.82,0.82,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,no insurance doctor,Commercial,0.33,0.23,0.16,590,"1,770",$4.49,0.78,1.4,0.62,"1,198",0.78,"Sitelinks, People also ask","0.63,0.63,0.63,0.63,0.63,0.81,1.00,0.63,0.81,0.63,0.81,0.81"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,non drivers insurance,Commercial,0.26,0.2,0.15,590,"1,770",$20.36,0.48,1.5,0.32,408,0.02,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.72,0.72,0.72,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,non owner car insurance quote,Commercial,0.3,0.2,0.15,590,"1,770",$20.47,0.56,1.4,0.84,"1,166",1.22,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","0.59,0.59,0.48,0.59,0.59,0.72,0.48,0.48,0.59,0.72,0.72,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,non profit health insurance,Informational,0.24,0.16,0.1,590,"1,770",$10.20,0.82,1.07,0.73,"1,134",0.91,-,"0.11,0.11,0.11,0.11,0.33,0.11,0.11,0.11,0.78,0.11,0.11,1.00"
Finance & Insurance Industry,Insurance Services,Business Insurance,General Liability Insurance,-,-,-,-,nonprofit insurance,Commercial,0.34,0.27,0.19,590,"1,770",$14.09,0.83,1.06,0.82,"1,277",1.27,"Sitelinks, People also ask","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.77,0.77,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,New York,New York City,-,-,nyc insurance,Commercial,0.29,0.21,0.12,590,"1,770",$39.81,0.67,1.12,0.62,823,0.78,"Adwords top, Sitelinks, People also ask","0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,off exchange health insurance,Informational,0.19,0.14,0.04,590,"1,770",$6.00,0.81,1.1,0.84,"1,325",1.04,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.36,0.36,0.44,0.44,0.36,0.36,0.44,0.44,0.66,0.81,1.00,0.54"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,Ohio,-,-,-,ohio auto insurance,Commercial,0.32,0.24,0.14,590,"1,770",$56.54,0.72,1.4,0.63,"1,124",0.6,"Adwords top, Sitelinks, Adwords bottom","0.67,0.82,0.82,0.82,0.67,1.00,0.82,0.67,0.82,0.67,0.82,0.82"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,-,-,-,-,one day car insurance,Commercial,0.29,0.2,0.14,590,"1,770",$31.21,0.57,1.2,0.83,"1,005",1.53,"Adwords top, People also ask, Adwords bottom, Sitelinks","1.00,1.00,0.82,1.00,0.82,1.00,1.00,0.82,0.82,1.00,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,online homeowners insurance,Commercial,0.29,0.2,0.14,590,"1,770",$32.88,0.69,1.3,0.82,"1,302",1.33,"Adwords top, Sitelinks, People also ask, Adwords bottom","1.00,1.00,1.00,0.82,0.67,0.82,0.67,0.54,0.67,0.54,0.67,0.67"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,online life insurance policy,Commercial,0.31,0.2,0.1,590,"1,770",$31.31,0.49,1.18,0.53,542,0.46,"People also ask, Sitelinks","0.65,0.82,0.65,0.82,0.65,0.65,0.65,0.41,0.53,0.53,0.65,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Vision Insurance,-,-,-,-,optical insurance,Commercial,0.3,0.22,0.13,590,"1,770",$3.22,0.78,1.22,0.84,"1,415",1.01,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.82,1.00,0.82,0.82,0.82,0.82,1.00,0.82,0.82,0.67,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,over 50 life insurance,Informational,0.19,0.13,0.08,590,"1,770",$20.95,0.71,1.3,0.33,539,0.02,"Featured snippet, Thumbnails, Image pack","1.00,0.82,0.67,0.67,0.67,0.67,1.00,1.00,1.00,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Pennsylvania,-,-,-,pa state health insurance,Commercial,0.34,0.23,0.17,590,"1,770",$4.51,0.88,1.2,0.83,"1,551",1.08,"Sitelinks, People also ask","0.82,0.82,0.82,0.82,0.82,1.00,1.00,0.82,1.00,1.00,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Pet Insurance,Florida,-,-,-,pet insurance florida,Commercial,0.3,0.23,0.13,590,"1,770",$9.89,0.79,1.2,0.82,"1,376",1.15,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","1.00,0.82,0.67,0.67,0.55,0.36,0.30,1.00,1.00,0.55,0.55,0.82"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Pet Insurance,North Carolina,-,-,-,pet insurance nc,Commercial,0.3,0.2,0.14,590,"1,770",$7.58,0.83,1.22,0.83,"1,488",1.16,"Adwords top, Sitelinks, Featured snippet, People also ask, Adwords bottom","0.13,0.13,0.16,0.24,0.30,0.44,0.67,0.82,0.82,0.82,0.55,1.00"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Pet Insurance,-,-,-,-,pitbull insurance,Commercial,0.33,0.28,0.19,590,"1,770",$6.23,0.9,1.5,0.84,"2,007",1.01,"Sitelinks, People also ask","0.82,1.00,0.82,0.82,0.82,0.82,0.67,0.67,0.82,0.67,0.54,0.67"
Finance & Insurance Industry,Insurance Services,Business Insurance,General Liability Insurance,-,-,-,-,ppa insurance,Commercial,0.3,0.24,0.18,590,"1,770",$17.73,0.77,1.07,0.74,"1,079",0.94,"People also ask, Sitelinks, Top stories, Thumbnails","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,pre existing condition insurance plan,Commercial,0.32,0.21,0.1,590,"1,770",$5.75,0.79,1.09,0.53,808,0.49,"Adwords top, Featured snippet, People also ask","0.67,0.81,1.00,1.00,1.00,0.81,1.00,0.67,1.00,1.00,0.67,0.52"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,pregnancy health insurance no waiting period,Informational,0.22,0.11,0,590,"1,770",$5.49,0.93,1.26,0.82,"1,701",1,"Sitelinks, People also ask","0.67,0.54,0.54,0.54,0.67,0.67,0.67,0.67,0.67,0.54,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Florida,-,-,-,private health insurance florida,Commercial,0.33,0.22,0.13,590,"1,770",$6.97,0.7,1.1,0.82,"1,118",1.5,"Featured snippet, People also ask, Sitelinks","0.59,0.72,0.72,0.59,0.59,0.72,0.72,0.72,1.00,1.00,0.88,0.72"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Mortgage Insurance,-,-,-,-,private mortgage insurance rates,Commercial,0.28,0.21,0.11,590,"1,770",$14.03,0.81,1.06,0.62,942,0.79,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask","1.00,0.81,0.65,0.65,0.65,0.54,0.54,0.42,0.35,0.35,0.42,0.54"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,qualifying life event health insurance,Commercial,0.35,0.27,0.17,590,"1,770",$1.76,0.8,1.02,0.72,"1,040",0.85,"Featured snippet, People also ask","0.55,0.44,0.44,0.67,0.36,0.44,0.82,0.67,0.82,1.00,1.00,0.82"
Finance & Insurance Industry,Insurance Services,Home Insurance,Renters Insurance,Massachusetts,Boston,-,-,renters insurance boston,Commercial,0.31,0.22,0.14,590,"1,770",$13.62,0.88,1.02,0.82,"1,303",1.47,"Featured snippet, Thumbnails, People also ask, Sitelinks","0.39,0.39,0.48,0.59,0.72,0.88,1.00,0.72,0.48,0.39,0.48,0.48"
Finance & Insurance Industry,Insurance Services,Home Insurance,Renters Insurance,-,-,-,-,renters insurance quote comparison,Commercial,0.29,0.23,0.15,590,"1,770",$23.46,0.58,1.1,0.82,926,1.39,"Adwords top, Sitelinks, People also ask, Image pack, Adwords bottom","0.66,0.81,0.66,0.81,0.81,1.00,0.81,0.66,0.66,0.54,0.66,0.81"
Finance & Insurance Industry,Insurance Services,Home Insurance,Renters Insurance,-,-,-,-,renters insurance quotes online,Commercial,0.33,0.27,0.2,590,"1,770",$24.96,0.72,1.27,0.53,858,0.46,-,"0.11,0.11,0.11,0.11,0.44,1.00,0.22,0.11,0.11,0.33,0.22,0.11"
Finance & Insurance Industry,Insurance Services,Home Insurance,Renters Insurance,-,-,-,-,renters insurance rates,Commercial,0.31,0.26,0.16,590,"1,770",$14.36,0.9,1.27,0.73,"1,477",0.91,"Featured snippet, Thumbnails, People also ask, Sitelinks","0.67,0.82,1.00,1.00,0.67,0.82,0.54,0.44,0.44,0.44,0.54,0.67"
Finance & Insurance Industry,Insurance Services,Home Insurance,Renters Insurance,California,San Diego,-,-,renters insurance san diego,Commercial,0.3,0.23,0.13,590,"1,770",$46.16,0.55,1.23,0.84,"1,006",1.19,"Featured snippet, Thumbnails, People also ask, Sitelinks","0.55,0.67,0.67,0.82,0.82,1.00,0.82,0.82,0.82,0.67,0.67,0.82"
Finance & Insurance Industry,Insurance Services,Home Insurance,Renters Insurance,California,San Francisco,-,-,renters insurance san francisco,Informational,0.2,0.11,0.04,590,"1,770",$43.62,0.57,1.01,0.84,856,1.41,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.81,0.67,0.67,0.67,0.81,0.81,0.81,0.81,1.00,0.81,0.81,0.81"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,Rhode Island,-,-,-,rhode island health insurance,Commercial,0.34,0.24,0.14,590,"1,770",$4.34,0.77,1.26,0.82,"1,408",1.16,"Sitelinks, People also ask","0.55,0.67,0.67,0.67,0.67,0.67,0.82,0.67,0.67,0.82,1.00,0.82"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Rideshare Insurance,Florida,-,-,-,rideshare insurance florida,Commercial,0.31,0.21,0.14,590,"1,770",$13.06,0.72,1.37,0.83,"1,449",1.42,"Featured snippet, Thumbnails, People also ask, Sitelinks, Top stories","0.81,0.81,0.81,0.67,0.81,0.81,0.67,0.67,1.00,0.52,0.67,0.67"
Finance & Insurance Industry,Insurance Services,Auto Insurance,RV Insurance,-,-,-,-,rv insurance companies,Commercial,0.3,0.22,0.17,590,"1,770",$17.91,0.76,1.11,0.74,"1,105",0.82,"Adwords top, Featured snippet, Thumbnails, People also ask, Adwords bottom, Sitelinks","0.88,0.72,0.72,1.00,0.72,0.59,0.32,0.72,0.59,0.48,0.26,0.48"
Finance & Insurance Industry,Insurance Services,Home Insurance,Renters Insurance,-,-,-,-,rv rental insurance,Informational,0.19,0.08,-0.01,590,"1,770",$17.48,0.75,1.06,0.83,"1,168",1.4,"Adwords top, Featured snippet, Thumbnails, People also ask, Adwords bottom, Sitelinks","0.44,0.54,0.67,1.00,1.00,1.00,0.82,0.54,0.54,0.36,0.36,0.44"
Finance & Insurance Industry,Insurance Services,Business Insurance,Business (Owners) Insurance,-,-,-,-,self insured employers,Commercial,0.32,0.23,0.14,590,"1,770",$11.45,0.79,1.01,0.74,"1,045",0.8,"Featured snippet, Thumbnails, People also ask","0.82,0.82,0.82,0.67,0.67,0.67,0.82,0.82,1.00,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Business Insurance,Business (Owners) Insurance,-,-,-,-,self insured vs fully insured,Commercial,0.35,0.24,0.17,590,"1,770",$3.17,0.9,1.2,0.74,"1,415",0.97,-,"0.11,0.11,0.11,0.11,1.00,0.22,0.44,0.78,0.11,0.11,0.22,0.11"
Finance & Insurance Industry,Insurance Services,Home Insurance,Renters Insurance,-,-,-,-,short term rental insurance,Commercial,0.3,0.23,0.18,590,"1,770",$21.53,0.5,1.04,0.84,773,1.42,"Featured snippet, Thumbnails, People also ask, Sitelinks, Top stories","0.55,0.77,1.00,1.00,0.77,1.00,0.77,0.77,0.68,0.68,0.68,0.77"
Finance & Insurance Industry,Insurance Services,Home Insurance,Homeowners (Home & House) Insurance,-,-,-,-,sinkhole insurance,Commercial,0.28,0.17,0.08,590,"1,770",$11.53,0.92,1.27,0.64,"1,324",0.79,"Adwords top, Sitelinks, People also ask, Knowledge panel","0.66,0.81,1.00,0.66,0.66,0.81,0.54,0.44,0.54,0.54,0.44,0.66"
Finance & Insurance Industry,Insurance Services,Business Insurance,Business (Owners) Insurance,-,-,-,-,small business group health insurance,Commercial,0.29,0.23,0.17,590,"1,770",$27.39,0.72,1.5,0.84,"1,606",1.82,"Adwords top, Sitelinks, People also ask, Adwords bottom","0.55,0.67,0.82,1.00,0.55,0.55,0.55,0.55,0.82,1.00,0.67,0.67"
Finance & Insurance Industry,Insurance Services,Business Insurance,Business (Owners) Insurance,-,-,-,-,small business health insurance cost,Informational,0.25,0.14,0.07,590,"1,770",$26.84,0.64,1.24,0.82,"1,152",0.99,-,"0.11,0.11,0.11,0.11,1.00,0.33,0.11,0.11,0.11,0.00,0.56,0.11"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,South Carolina,-,-,-,sr22 insurance sc,Commercial,0.26,0.17,0.1,590,"1,770",$7.75,0.92,1.4,0.33,752,0.07,"Adwords top, Knowledge card, People also ask, Videos, Adwords bottom","1.00,1.00,0.82,1.00,0.67,0.67,1.00,1.00,1.00,0.82,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Home Insurance,Renters Insurance,-,-,-,-,stay on parents insurance until 30,Commercial,0.32,0.22,0.14,590,"1,770",$3.83,0.76,1.21,0.64,"1,042",0.68,"Featured snippet, People also ask","0.66,0.81,0.54,0.66,0.54,0.66,0.54,0.54,0.66,0.81,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,supplemental insurance companies,Commercial,0.29,0.21,0.12,590,"1,770",$19.31,0.79,1.3,0.74,"1,345",0.81,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.55,0.82,0.67,0.67,0.67,1.00,0.82,0.67,0.67,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,supplemental insurance plans,Commercial,0.3,0.24,0.17,590,"1,770",$17.08,0.68,1.18,0.74,"1,051",0.97,"Adwords top, Featured snippet, Thumbnails, People also ask, Sitelinks, Adwords bottom","0.16,0.20,0.25,0.25,0.25,0.37,0.30,0.37,1.00,0.79,0.54,0.42"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,tax penalty for no insurance,Commercial,0.3,0.19,0.14,590,"1,770",$2.39,0.78,1.07,0.64,945,0.74,"Featured snippet, Thumbnails, People also ask","1.00,0.72,0.88,0.48,0.26,0.09,0.17,0.59,0.39,0.21,0.26,0.72"
Finance & Insurance Industry,Insurance Services,Health Insurance,Disability Insurance,-,-,-,-,temporary disability insurance,Informational,0.2,0.1,0.01,590,"1,770",$7.36,0.91,1.01,0.74,"1,204",0.93,"Adwords top, Sitelinks, People also ask","1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.82,0.82,1.00,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Auto Insurance,Car (Auto) Insurance,Tennessee,-,-,-,tennessee car insurance,Commercial,0.3,0.23,0.13,590,"1,770",$51.90,0.58,1.3,0.33,440,0.08,"People also ask, Sitelinks","0.82,0.67,0.67,0.82,0.82,0.82,0.82,0.67,0.82,0.67,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,term vs permanent life insurance,Commercial,0.3,0.2,0.11,590,"1,770",$17.47,0.84,1.3,0.72,"1,392",0.96,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.82,1.00,0.82,0.67,0.82,0.82,0.82,0.82,1.00,1.00,0.67,0.82"
Finance & Insurance Industry,Insurance Services,Health Insurance,Health Insurance,-,-,-,-,tertiary insurance,Commercial,0.32,0.25,0.16,590,"1,770",$0.12,0.78,1,0.53,732,0.29,"Featured snippet, People also ask, Videos","1.00,1.00,1.00,1.00,1.00,0.82,0.82,0.82,1.00,0.82,0.67,1.00"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,Texas,-,-,-,texas life insurance company,Commercial,0.35,0.24,0.15,590,"1,770",$6.94,0.91,1.18,0.83,"1,578",1.09,"Sitelinks, Videos","0.72,0.59,0.59,0.72,0.72,0.88,0.88,1.00,1.00,0.88,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Health Insurance,Dental Insurance,-,-,-,-,top dental insurance,Commercial,0.3,0.25,0.15,590,"1,770",$4.26,0.92,1,0.82,"1,335",1.12,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","0.81,0.81,0.81,0.66,0.66,0.81,0.81,0.81,1.00,1.00,0.81,1.00"
Finance & Insurance Industry,Insurance Services,Insurance,Insurance - City Generalized,Indiana,-,-,-,top insurance companies in usa,Commercial,0.3,0.22,0.13,590,"1,770",$31.50,0.59,1.21,0.73,922,0.82,"Featured snippet, Thumbnails, People also ask, Sitelinks","0.63,0.63,0.63,0.63,0.63,0.81,0.81,0.63,1.00,0.63,0.55,0.81"
Finance & Insurance Industry,Insurance Services,Life Insurance,Life Insurance,-,-,-,-,top rated life insurance companies,Commercial,0.34,0.24,0.15,590,"1,770",$21.36,0.69,1,0.82,"1,001",1.36,"Sitelinks, People also ask","1.00,1.00,1.00,0.82,0.82,1.00,1.00,1.00,1.00,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Business Insurance,Business (Owners) Insurance,-,-,-,-,tractor insurance,Informational,0.22,0.13,0.02,590,"1,770",$6.33,0.79,1.06,0.84,"1,245",1.08,"People also ask, Top stories, Thumbnails","0.59,0.88,1.00,0.88,0.88,0.72,0.72,0.88,0.72,0.59,0.59,0.72"
Finance & Insurance Industry,Insurance Services,Business Insurance,Business (Owners) Insurance,-,-,-,-,transport insurance,Commercial,0.27,0.22,0.12,590,"1,770",$11.49,0.84,1.19,0.52,920,0.47,"Adwords top, Sitelinks, Featured snippet, Thumbnails, People also ask, Adwords bottom","1.00,1.00,0.82,0.82,0.82,0.82,0.82,1.00,0.82,0.82,0.82,1.00"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Travel Insurance,-,-,-,-,travel insurance for usa from india,Commercial,0.26,0.15,0.1,590,"1,770",$10.36,0.77,1.4,0.32,611,0.09,"Adwords top, Sitelinks, Featured snippet, People also ask","0.48,0.72,0.88,1.00,0.88,0.72,0.48,0.59,0.48,0.48,0.48,0.48"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Travel Insurance,-,-,-,-,travel medical insurance reviews,Commercial,0.3,0.22,0.13,590,"1,770",$7.75,0.77,1.02,0.84,"1,168",1.28,"Adwords top, Sitelinks, Featured snippet, People also ask, Top stories, Thumbnails, Adwords bottom","0.82,1.00,1.00,0.82,0.67,0.54,0.54,0.44,0.54,0.54,0.54,0.82"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Travel Insurance,-,-,-,-,travel medical insurance usa,Commercial,0.34,0.28,0.17,590,"1,770",$10.70,0.85,1.11,0.73,"1,219",0.98,"Sitelinks, People also ask, Adwords bottom","0.55,0.67,0.82,1.00,0.82,0.82,0.82,0.82,0.82,0.67,1.00,1.00"
Finance & Insurance Industry,Insurance Services,Other Types of Insurance,Travel Insurance,-,-,-,-,travel trailer insurance cost,Commercial,0.31,0.24,0.19,590,"1,770",$4.69,0.76,1.32,0.82,"1,456",1.01,"Adwords top, Sitelinks, People also ask, Top stories, Thumbnails, Adwords bottom","0.66,0.81,0.81,0.81,0.81,1.00,0.81,0.66,0.66,0.54,0.54,0.81"
